Year,Latitude,Longitude
2012,41.685120177,-87.638991784
2003,41.95394778,-87.703483391
2012,41.777691298,-87.608326947
2012,41.768670211,-87.655888673
2012,41.855013048,-87.722881745
2012,41.718761092,-87.649215524
2012,41.863842903,-87.722661927
2012,41.899456567,-87.767984346
2012,41.793399164,-87.643919173
2012,41.870113358,-87.699335813
2012,41.876910723,-87.739876309
2003,41.798984515,-87.647710137
2012,41.813112192,-87.610576113
2012,41.903723642,-87.688276949
2012,41.7357172,-87.606150247
2012,41.862420869,-87.713347237
2012,41.806695917,-87.67395607
2012,41.9072231,-87.731337286
2012,41.906899902,-87.640888264
2012,41.867532404,-87.685325655
2003,41.771491244,-87.588483694
2012,41.762236675,-87.659936931
2012,41.660205626,-87.555631154
2012,41.749135591,-87.685268108
2012,41.778094523,-87.59922275
2012,41.779852863,-87.610792057
2012,41.729192457,-87.682317993
2012,41.887834375,-87.753609675
2012,41.828776003,-87.694779486
2012,41.831174215,-87.685905313
2012,41.888455867,-87.751694316
2003,41.923963114,-87.715360755
2012,41.911952129,-87.771551691
2012,41.830132402,-87.639999033
2012,41.729657469,-87.653155429
2012,41.729657469,-87.653155429
2012,41.673291386,-87.642976891
2012,41.851442887,-87.731746808
2012,41.865194117,-87.660010385
2012,41.984307605,-87.660088247
2012,41.705677782,-87.600944364
2003,41.885388355,-87.706929899
2012,41.810610708,-87.593536505
2012,41.88334197,-87.727544035
2012,41.947446464,-87.668868434
2012,41.69712792,-87.624369795
2012,41.796248249,-87.676798979
2012,41.796248249,-87.676798979
2012,41.841795224,-87.709839783
2012,41.750332165,-87.665155275
2012,41.781556777,-87.612056189
2012,41.778384336,-87.604656531
2003,41.82753542,-87.684951324
2012,41.911028328,-87.698038344
2012,41.963840438,-87.757259911
2012,41.741445935,-87.710558668
2012,41.863967228,-87.659039385
2012,41.737401728,-87.549724872
2012,41.749514782,-87.660993393
2012,41.75256441,-87.597945193
2012,41.825599196,-87.691032008
2012,41.682828519,-87.644899406
2012,41.749462087,-87.546789436
2003,41.746183409,-87.679577592
2012,41.70953478,-87.619897253
2012,41.749144511,-87.701154143
2012,41.851578719,-87.680729788
2012,41.851578719,-87.680729788
2012,41.681893839,-87.672680179
2012,41.766582569,-87.628194981
2012,41.885160694,-87.758914739
2012,41.73477109,-87.608428808
2012,41.776070273,-87.592969398
2012,41.776070273,-87.592969398
2003,41.662543269,-87.641397268
2012,41.860124203,-87.716456693
2012,41.796881935,-87.663447077
2012,41.866602715,-87.686895354
2012,41.802806505,-87.611300776
2012,41.693615452,-87.635173059
2012,41.837755788,-87.734095166
2012,41.860412908,-87.707933603
2012,41.771523074,-87.582412624
2012,41.860370591,-87.706715255
2003,41.891818421,-87.71406937
2012,41.97581294,-87.659854095
2012,41.687848473,-87.665930365
2012,41.86609917,-87.659916448
2012,41.762694638,-87.561289359
2012,41.901525076,-87.727497088
2012,41.764151886,-87.683229302
2012,41.770577612,-87.616999766
2012,41.657912296,-87.60132113
2012,41.800821127,-87.653830052
2012,41.800821127,-87.653830052
2003,41.92775783,-87.659176493
2012,41.770479797,-87.620245111
2012,41.692538396,-87.626880654
2012,41.781989896,-87.688600214
2012,41.757931061,-87.602919789
2012,41.802522678,-87.643715019
2012,41.802522678,-87.643715019
2012,41.725300675,-87.604556978
2012,41.864276948,-87.659909872
2012,41.778638623,-87.688512796
2012,41.822645182,-87.628585455
2003,42.003538279,-87.671305719
2012,41.941337063,-87.764806379
2012,41.760663209,-87.652784111
2012,41.819715992,-87.616881612
2012,41.7330773,-87.547000358
2012,41.750936036,-87.682871596
2012,41.800514351,-87.670843354
2012,41.756443249,-87.624322095
2012,41.765709104,-87.674287942
2012,41.90491238,-87.759736921
2012,41.923464491,-87.756120351
2003,41.862005973,-87.709199278
2012,41.700381668,-87.560775501
2012,41.969104797,-87.653577917
2012,41.838217196,-87.63324394
2012,41.902618024,-87.774168158
2012,41.902618024,-87.774168158
2012,41.923464491,-87.756120351
2009,41.857650185,-87.677081685
2012,41.89944717,-87.761651822
2012,41.767041392,-87.642738852
2012,41.781279554,-87.612048296
2003,41.702772017,-87.562416748
2012,41.895429716,-87.719668825
2012,41.658679358,-87.610647771
2012,41.730509981,-87.5986181
2012,41.730698218,-87.582734417
2012,41.911938428,-87.76431051
2012,41.84547885,-87.731079671
2012,41.84547885,-87.731079671
2012,41.81110081,-87.702852587
2012,41.88177169,-87.748611543
2003,41.88567708,-87.7295822
2012,41.88177169,-87.748611543
2012,41.875893078,-87.704386239
2012,41.734897624,-87.552759624
2012,41.875227829,-87.72870018
2012,41.813183063,-87.60571854
2012,41.875196386,-87.731072469
2012,41.877931689,-87.729368696
2012,41.752258758,-87.600360112
2012,41.877931689,-87.729368696
2012,41.912639024,-87.726418399
2003,41.793019969,-87.67184098
2012,41.752192862,-87.662339743
2012,41.771041494,-87.621430294
2012,41.812205522,-87.66903552
2012,41.912357382,-87.747215593
2012,41.80685705,-87.659165427
2012,41.805149849,-87.718807226
2012,41.701468915,-87.606276251
2012,41.893693999,-87.667222147
2012,41.794672085,-87.623570871
2012,41.908430535,-87.638509526
2003,41.731232529,-87.66293161
2012,41.993558695,-87.655495503
2012,41.787755043,-87.692414612
2012,41.996422338,-87.691064585
2012,41.857044461,-87.649920503
2012,41.86763922,-87.702040367
2012,41.750468733,-87.655673301
2012,41.752646328,-87.57967152
2012,41.763484107,-87.637623404
2012,41.752637555,-87.561402561
2012,41.785937198,-87.66194767
2003,41.747412602,-87.701108837
2012,41.757076332,-87.666342442
2012,41.887976661,-87.77343648
2012,41.957415629,-87.75169636
2012,41.811425687,-87.669905596
2012,41.876954977,-87.736237031
2012,41.720679834,-87.572470102
2012,41.790123609,-87.648695636
2012,41.720679834,-87.572470102
2012,41.886046771,-87.672615599
2003,41.754616453,-87.561441152
2012,41.765074549,-87.611617688
2012,41.682656831,-87.668883403
2012,41.713364123,-87.55941507
2012,41.713364123,-87.55941507
2012,41.882139587,-87.71104513
2012,41.741011113,-87.552234899
2012,41.695782417,-87.611023461
2012,41.762387559,-87.589197442
2003,41.91739113,-87.70784055
2012,41.88645217,-87.756512398
2012,41.865146994,-87.733707291
2012,41.900449563,-87.752503802
2012,41.872040755,-87.719716357
2012,41.892397765,-87.722323899
2012,41.892397765,-87.722323899
2012,41.897672568,-87.751996366
2012,41.690000986,-87.605940419
2012,41.920386159,-87.713605835
2003,41.877931554,-87.729342994
2012,41.893501985,-87.632651542
2012,41.970903661,-87.70487923
2012,41.793969887,-87.624070018
2012,41.761672394,-87.567646282
2012,41.704262023,-87.656960706
2012,41.868219921,-87.664046556
2012,41.792884953,-87.62347324
2012,41.779276522,-87.615601416
2012,41.770252762,-87.618598009
2012,41.789537904,-87.668114522
2003,41.69884676,-87.578824332
2012,41.741271378,-87.731358205
2012,41.751994124,-87.640415448
2012,41.899189017,-87.625650736
2012,41.735084271,-87.552764692
2012,41.789793556,-87.655978004
2012,41.682914946,-87.628820016
2012,41.758395718,-87.562722643
2012,41.876772861,-87.746156543
2003,41.880712231,-87.726882186
2012,41.769077585,-87.568221728
2012,41.780631714,-87.661816029
2012,42.014711289,-87.703252182
2012,41.873628814,-87.742579686
2012,41.684636822,-87.627669999
2012,41.72750574,-87.606074341
2012,41.878025954,-87.691105827
2012,41.759024243,-87.646684247
2003,41.922225889,-87.760313109
2012,41.830251024,-87.686681487
2012,41.837880307,-87.72437669
2012,41.809359223,-87.672281805
2012,41.78636107,-87.696384906
2012,41.78636107,-87.696384906
2012,41.804055642,-87.607894092
2012,41.879249107,-87.696880721
2012,41.838952891,-87.641434108
2012,41.750838669,-87.602743669
2012,41.734144934,-87.619313551
2003,41.844073188,-87.626926379
2012,41.805015199,-87.604277826
2012,41.751204276,-87.609779467
2012,41.751204276,-87.609779467
2012,41.730492386,-87.58273315
2012,41.773064658,-87.610105725
2012,41.752532509,-87.608906986
2012,41.998283492,-87.704554719
2012,41.998283492,-87.704554719
2012,41.751462766,-87.664674462
2012,41.748094124,-87.65974028
2003,41.731376967,-87.658072166
2012,41.765819345,-87.684495418
2012,41.805993183,-87.664900005
2012,41.727201167,-87.57425781
2012,41.961760892,-87.655828955
2012,41.796214692,-87.718338829
2012,41.795630427,-87.624110386
2012,41.767795848,-87.632279919
2012,41.747078826,-87.601426771
2012,41.917449945,-87.748686457
2003,41.849292066,-87.711268156
2012,41.791797974,-87.697955586
2012,41.683235288,-87.63725483
2012,41.931469202,-87.786925903
2012,41.792444765,-87.62240731
2012,41.901168351,-87.690161357
2012,41.803065896,-87.619432786
2012,41.671648388,-87.655106101
2012,41.898012655,-87.715177582
2012,41.933346483,-87.747457135
2012,41.805690349,-87.719810718
2003,41.972402958,-87.65490716
2012,41.904662812,-87.757028108
2012,41.810714711,-87.748132093
2012,41.786374378,-87.637643655
2012,41.984410822,-87.658038469
2012,41.770448616,-87.616997535
2012,41.701624878,-87.629117507
2012,41.908269183,-87.708322693
2012,41.672536597,-87.624032104
2012,41.736027301,-87.646742401
2012,41.729656757,-87.583365673
2003,41.917366799,-87.747448999
2012,41.733617158,-87.604748745
2012,41.679007084,-87.623924449
2012,41.676081841,-87.633810547
2012,41.676081841,-87.633810547
2012,41.736820751,-87.558342113
2012,41.856218005,-87.627167159
2012,41.783265047,-87.596267196
2012,41.774551557,-87.693275626
2012,41.745869477,-87.55035846
2012,41.82196573,-87.601987042
2003,41.841814888,-87.719605208
2012,41.727088635,-87.574255471
2012,41.874441638,-87.720681099
2012,41.812045606,-87.686211691
2012,41.812045606,-87.686211691
2012,41.830697755,-87.650079737
2012,41.686238944,-87.628919212
2012,41.722503153,-87.572635409
2012,41.813312219,-87.666324236
2012,41.760090211,-87.590836687
2012,41.787587214,-87.652275757
2003,41.783958765,-87.697186003
2012,41.976282242,-87.841541839
2012,41.744666278,-87.55098869
2012,41.735680362,-87.608572465
2012,41.771068348,-87.583799955
2012,41.764881306,-87.635870858
2012,41.77944334,-87.612002879
2012,41.797626791,-87.617677805
2012,41.838861426,-87.656480987
2012,41.762303939,-87.598805314
2003,41.783958765,-87.697186003
2012,41.760439035,-87.672201358
2012,41.714897356,-87.564604981
2012,41.880434101,-87.725662001
2012,41.780950435,-87.692636367
2012,41.881266156,-87.764891183
2012,41.716545037,-87.570947551
2012,41.738121265,-87.562378839
2012,41.748253086,-87.64397366
2012,41.72307993,-87.610545649
2012,41.72307993,-87.610545649
2003,41.937600119,-87.743187824
2012,41.899054311,-87.722139232
2012,41.758479341,-87.611075845
2012,41.90156075,-87.727496751
2012,41.769736056,-87.644528181
2012,41.865189511,-87.660160954
2012,41.722710417,-87.627477022
2012,41.751331394,-87.554103407
2012,41.965380546,-87.659099891
2012,41.910847394,-87.710090384
2012,41.781646505,-87.613235784
2003,41.769687895,-87.653025985
2012,41.671924547,-87.639305643
2012,41.890745572,-87.748111019
2012,41.795111477,-87.67190382
2012,41.79037523,-87.617490782
2012,41.791583362,-87.634081651
2012,41.71861319,-87.552399964
2012,41.931491671,-87.749668109
2012,41.857130937,-87.651542065
2012,41.750030916,-87.683445092
2003,41.774234061,-87.648677676
2012,41.937887003,-87.717347053
2012,41.742723745,-87.68848018
2012,41.751824605,-87.559268417
2012,41.687866743,-87.632577234
2012,41.741403207,-87.652705376
2010,41.669182176,-87.575320432
2012,41.785723614,-87.697234557
2012,41.900423863,-87.755023892
2012,41.865108577,-87.73370765
2012,41.845389113,-87.71115549
2003,41.769027125,-87.591067222
2012,41.772801037,-87.679688634
2012,41.782655024,-87.664299154
2012,41.687215851,-87.65073602
2012,41.814885204,-87.668780391
2012,41.8016119,-87.643768796
2012,41.785110879,-87.62222067
2012,41.962936107,-87.714778392
2012,41.811820703,-87.645614455
2012,41.706468217,-87.616184739
2012,41.792918517,-87.701098236
2003,41.780252316,-87.614974583
2012,41.804022532,-87.675791679
2012,41.884674206,-87.685056985
2012,41.793305842,-87.643916506
2012,41.765667835,-87.617402611
2012,41.875167792,-87.733474103
2012,41.767322121,-87.685759589
2012,41.971054604,-87.704881423
2012,41.979522813,-87.792646187
2012,41.770695367,-87.582576242
2012,41.817619001,-87.632389787
2003,41.924641532,-87.713943144
2012,41.745479227,-87.59889818
2012,41.782374308,-87.649713037
2012,41.974165075,-87.6577569
2012,41.865409818,-87.706856955
2012,41.827288113,-87.632111875
2012,41.885733129,-87.746214056
2012,41.773809509,-87.588805144
2012,41.777919241,-87.61315283
2012,41.90131451,-87.725041634
2003,41.854981074,-87.728248551
2012,41.868230139,-87.774229289
2012,41.899122381,-87.753250466
2012,41.872966504,-87.687359957
2012,41.893843118,-87.771038273
2012,42.004819495,-87.701436581
2012,41.742764452,-87.557054115
2012,41.903722719,-87.709972333
2012,41.88481595,-87.714225133
2012,41.768430247,-87.674557015
2003,41.880369243,-87.710988864
2012,41.864931246,-87.661514673
2012,41.880888527,-87.760139105
2012,41.795060019,-87.693834402
2012,41.898643242,-87.749677146
2012,41.85250485,-87.73068709
2012,41.69641053,-87.6105331
2012,41.802908524,-87.62104831
2012,41.941077091,-87.732088554
2012,41.85250485,-87.73068709
2013,41.894541113,-87.662361421
2003,41.90915891,-87.651058517
2013,41.812317533,-87.609891755
2013,41.787541886,-87.698507299
2013,41.668287557,-87.639183666
2013,41.791124233,-87.683965265
2013,41.908886162,-87.693291067
2013,41.793190941,-87.659704705
2013,41.734770191,-87.669115954
2013,41.743629649,-87.562463183
2013,41.875876568,-87.745294518
2013,41.741190698,-87.614651636
2003,41.755912107,-87.612614608
2013,41.878857958,-87.726521499
2013,41.906890723,-87.638460098
2013,41.879328725,-87.723179151
2013,41.766088572,-87.574770965
2013,41.778644591,-87.670276573
2013,41.875040676,-87.725478099
2013,41.84355397,-87.718432537
2013,41.899364823,-87.6881041
2003,41.744530349,-87.560913384
2013,41.863810959,-87.723881057
2013,41.876650547,-87.755587101
2013,41.863916253,-87.709250452
2013,41.820916786,-87.698313499
2013,41.969256062,-87.739207483
2013,41.938836316,-87.746116798
2013,41.909407737,-87.76310227
2013,41.795335057,-87.66219065
2012,41.85472273,-87.710213449
2003,41.684036765,-87.639091294
2013,41.767520286,-87.674756939
2013,41.899789214,-87.722550972
2013,41.787941422,-87.634036893
2013,41.867809872,-87.697159411
2013,41.82353187,-87.640360088
2013,41.82353187,-87.640360088
2013,41.874280263,-87.731683239
2013,41.874280263,-87.731683239
2013,41.766121798,-87.650501419
2003,41.764994683,-87.658064336
2013,41.761778857,-87.562227664
2012,41.724237919,-87.560760858
2013,41.696445942,-87.542565805
2013,41.759476621,-87.609070793
2013,41.814162991,-87.595428829
2013,41.952571673,-87.766982153
2013,41.838678033,-87.728369128
2013,41.802047832,-87.682747359
2003,41.850643094,-87.695413585
2013,41.768775762,-87.648695394
2013,41.891320995,-87.752263308
2013,41.901488393,-87.726266872
2013,41.852029655,-87.686219922
2013,41.72810078,-87.656762001
2013,41.747184808,-87.603851467
2013,41.747184808,-87.603851467
2013,41.773408073,-87.66405432
2013,41.889558369,-87.746704217
2003,41.899965886,-87.723779821
2013,41.879043079,-87.745225096
2012,41.990514817,-87.655399054
2013,41.752432543,-87.722011284
2013,41.721922531,-87.612404805
2013,41.905877971,-87.714220057
2013,41.751595549,-87.576792325
2013,41.775911443,-87.604611201
2013,41.816598679,-87.619113763
2013,41.788363725,-87.685467199
2013,41.840195509,-87.707352501
2013,41.969133786,-87.717053461
2013,41.72902434,-87.625125567
2013,41.753141314,-87.555529125
2003,41.736855332,-87.556960404
2013,41.685743327,-87.686040124
2013,41.753457689,-87.650181219
2013,41.914456879,-87.699213111
2013,41.864278228,-87.659660218
2013,41.759466507,-87.612699454
2013,41.787290341,-87.629431152
2013,41.748582349,-87.660163933
2013,41.749442973,-87.557702918
2013,41.821359386,-87.624776739
2013,41.850922712,-87.680707093
2003,41.939682201,-87.66966577
2013,41.75977457,-87.59082933
2013,41.675529608,-87.634610841
2013,41.736842677,-87.545825944
2013,41.953591941,-87.73284591
2013,41.907336534,-87.710414753
2013,41.718114626,-87.654042694
2013,41.770565416,-87.702945412
2013,42.011295157,-87.693891803
2013,41.9007064,-87.770463805
2003,41.749130048,-87.55891234
2013,41.95386886,-87.71216765
2013,41.814029047,-87.668316029
2013,41.802861966,-87.607907557
2013,41.678960565,-87.631096132
2013,41.681870253,-87.638887613
2013,41.728994992,-87.627045546
2013,41.902988981,-87.689885947
2013,41.800938808,-87.589121997
2013,41.864358624,-87.650966
2013,41.854302497,-87.713697274
2003,36.619446395,-91.686565684
2013,41.770565763,-87.585004532
2013,41.745685214,-87.611919162
2013,41.683977738,-87.61519349
2013,41.762568912,-87.663723461
2013,41.922339893,-87.751875394
2013,41.764376817,-87.652880492
2013,41.808418076,-87.619567769
2013,41.708175671,-87.644068718
2013,41.759147704,-87.554994786
2003,41.782541721,-87.649714926
2013,41.752638525,-87.577230849
2013,41.775172399,-87.645885129
2013,41.750324322,-87.666166809
2013,41.751147049,-87.613338558
2013,41.725394797,-87.629337885
2013,41.753029757,-87.673215596
2013,41.778671384,-87.653264678
2013,41.737120051,-87.663097547
2013,41.754361055,-87.607735643
2003,41.878028456,-87.721726402
2013,41.884654292,-87.771937787
2013,41.896825143,-87.746707507
2013,41.770270107,-87.640240794
2013,41.876232421,-87.745118678
2013,41.938140531,-87.712448951
2013,41.837181118,-87.613468578
2013,41.815210275,-87.667573802
2013,41.970867968,-87.704875903
2013,41.764148399,-87.680678169
2013,41.764148399,-87.680678169
2003,36.619446395,-91.686565684
2013,41.85471497,-87.707776218
2013,41.888309133,-87.765140918
2013,41.901663577,-87.718958959
2013,41.800996858,-87.590034549
2013,41.761441022,-87.589659211
2013,41.865517528,-87.733718513
2013,41.90041032,-87.650600669
2013,41.682525534,-87.668957971
2013,41.673679306,-87.641768497
2003,41.872672629,-87.726561649
2013,41.699851294,-87.624977038
2013,41.757636956,-87.65059137
2013,41.751527624,-87.582334217
2013,41.766489174,-87.637180391
2013,41.977017622,-87.692447486
2013,41.739393395,-87.666107752
2013,41.741898182,-87.579449121
2013,41.770076236,-87.615374061
2013,41.814827379,-87.682163166
2003,41.854952592,-87.706562587
2013,41.685200497,-87.632781893
2013,41.800574249,-87.691546042
2013,41.77817712,-87.695805967
2013,41.884691979,-87.712103707
2013,41.747721745,-87.596820484
2013,41.789862875,-87.648691077
2013,41.873517205,-87.701005851
2013,41.897856457,-87.760740384
2013,41.765707495,-87.674485899
2003,41.858883634,-87.65463635
2013,41.784369694,-87.707045163
2013,41.877549508,-87.756449257
2013,41.807898548,-87.690530276
2013,41.776809356,-87.637450077
2013,41.877467764,-87.762607847
2013,41.845359957,-87.718481306
2013,41.909824631,-87.730813206
2013,41.751330086,-87.601048653
2013,41.759046167,-87.638463019
2013,41.877641093,-87.730469347
2003,41.840335874,-87.704914374
2013,41.72853976,-87.59736201
2013,41.901430555,-87.689449776
2013,41.836428389,-87.72433908
2013,41.877847922,-87.736441693
2013,41.889561428,-87.620196651
2013,41.93386511,-87.744232931
2013,41.932827539,-87.709883798
2013,41.71309546,-87.667676345
2013,41.738253005,-87.562380927
2003,41.878340385,-87.709818824
2013,41.756012564,-87.587083083
2013,41.833056345,-87.681461048
2013,41.94558603,-87.790510641
2013,41.761603489,-87.615197285
2013,41.758436534,-87.566361635
2013,41.757367412,-87.641772372
2013,41.75829879,-87.572473045
2013,41.776971593,-87.71371998
2013,41.794221811,-87.651629776
2003,41.757268307,-87.559122372
2013,41.796858634,-87.673169423
2013,41.796858634,-87.673169423
2013,41.682505174,-87.625998326
2013,41.758992998,-87.565856546
2013,41.70425889,-87.643964069
2013,41.714205528,-87.643707626
2013,41.904402735,-87.748467543
2013,41.909543478,-87.752406675
2013,41.734942451,-87.658177709
2003,41.946153461,-87.705350272
2013,41.7517514,-87.564715123
2013,41.773941358,-87.609435992
2013,41.761096166,-87.623204276
2013,41.873478937,-87.69854618
2013,41.780628239,-87.665456809
2013,42.016442806,-87.672496668
2013,41.79221937,-87.683994549
2013,41.697572939,-87.614720034
2013,41.864690444,-87.652313476
2013,41.872866052,-87.697388322
2003,41.921912337,-87.712661421
2013,41.807851375,-87.664954048
2013,41.874372731,-87.724236027
2013,41.892353527,-87.718662542
2013,41.85841763,-87.713973243
2013,41.735367281,-87.65575513
2013,41.778340981,-87.703122242
2012,41.854899722,-87.654762896
2013,41.893428145,-87.765341632
2003,41.904712828,-87.736202549
2013,41.77113044,-87.571544262
2013,41.908133345,-87.720799905
2013,41.878456412,-87.756162028
2013,41.703823312,-87.565729315
2013,42.019371503,-87.671181992
2013,41.854396886,-87.725713985
2013,41.863690977,-87.721444549
2013,41.861239542,-87.621759581
2003,41.852381545,-87.711164811
2013,41.789641278,-87.651113603
2013,41.906307902,-87.723278665
2013,41.746652877,-87.635291321
2013,41.740399389,-87.559980911
2013,41.764682386,-87.663785792
2013,41.65732367,-87.605865452
2013,41.788602837,-87.712874616
2013,41.897640821,-87.641792706
2013,41.74929316,-87.574723198
2013,41.68241324,-87.659100517
2003,41.91802282,-87.70894401
2013,41.882210062,-87.76708982
2013,41.756274573,-87.597924829
2013,41.752650676,-87.567463994
2013,41.793908476,-87.675073619
2013,41.793598642,-87.669873105
2013,41.680925914,-87.63476479
2013,41.814000807,-87.671504085
2013,41.866399599,-87.706190128
2013,42.015438722,-87.681666253
2013,41.751269403,-87.636747512
2003,41.859905436,-87.727427561
2013,41.829184608,-87.623211774
2013,41.748184273,-87.636659935
2013,41.773020649,-87.682116947
2013,41.67624381,-87.619536603
2013,41.67624381,-87.619536603
2013,41.788391702,-87.648651728
2013,41.862916308,-87.709564878
2013,41.770781477,-87.610552944
2013,41.751735817,-87.565668145
2013,41.841103444,-87.626852618
2003,41.779601696,-87.655121021
2013,41.899584317,-87.71401271
2013,41.839944326,-87.731729746
2013,41.839944326,-87.731729746
2013,41.759958158,-87.56204421
2013,41.799553201,-87.733141917
2013,41.675299766,-87.621750607
2013,41.729358956,-87.661657878
2013,41.691341719,-87.650926728
2013,41.791872354,-87.654815667
2013,41.914208997,-87.726469659
2003,41.776902341,-87.648356001
2013,41.879921086,-87.76647843
2013,41.870450855,-87.717994923
2013,41.723916298,-87.630346746
2013,41.879328725,-87.723179151
2013,41.730428469,-87.655916941
2013,41.780835284,-87.664252074
2013,41.771967298,-87.648221547
2013,41.865400546,-87.71783042
2013,41.82820471,-87.666679673
2013,41.965425822,-87.655139299
2003,41.802059097,-87.619047858
2013,41.878857822,-87.726495797
2013,41.729470047,-87.551242708
2013,41.782505513,-87.643199914
2013,41.780906795,-87.625357915
2013,41.873635421,-87.710081187
2013,41.95171288,-87.762026878
2013,41.786728903,-87.665947174
2013,41.902680409,-87.725421722
2013,41.745242802,-87.594126176
2013,41.734121028,-87.652448861
2003,41.802059097,-87.619047858
2013,41.750422098,-87.594249991
2013,41.821479584,-87.618487202
2013,41.7657767,-87.582439315
2013,41.800289545,-87.67326624
2013,41.936743429,-87.76706709
2013,41.824811459,-87.645967086
2013,41.680366299,-87.672864196
2013,41.671664448,-87.649018991
2003,41.802059097,-87.619047858
2013,41.777052285,-87.649571585
2013,41.774231194,-87.611885314
2013,41.702500788,-87.626958377
2013,41.790349376,-87.632884965
2013,41.878738142,-87.736650058
2013,41.903124855,-87.637424624
2013,41.757224695,-87.641770239
2013,41.80128249,-87.617728819
2003,41.879783007,-87.773012281
2013,41.801222112,-87.615528943
2013,41.793214152,-87.695007897
2013,41.853186533,-87.669184243
2013,41.743802621,-87.554337354
2013,41.65182863,-87.615331145
2013,41.783219345,-87.736333849
2013,41.907556016,-87.677386363
2003,41.879783007,-87.773012281
2013,41.709193985,-87.565735011
2013,41.704393792,-87.626417643
2013,41.938029128,-87.713670269
2013,41.901320983,-87.726264785
2013,41.909411174,-87.675956643
2013,41.748618411,-87.595425023
2013,41.784782418,-87.615738011
2013,41.753344428,-87.647752622
2013,41.899093421,-87.718157129
2013,41.768742947,-87.614127918
2003,41.78208323,-87.686164728
2013,41.766298808,-87.570050881
2013,41.773075542,-87.670124972
2013,41.783857613,-87.64489038
2013,41.749653225,-87.668277264
2013,41.866125125,-87.657794171
2013,41.90115007,-87.768046548
2013,41.829651528,-87.614451899
2013,41.762969417,-87.629715364
2013,41.766850507,-87.586349004
2013,41.901077845,-87.772906961
2003,41.893179294,-87.634638401
2013,41.766961111,-87.648582726
2013,41.773823896,-87.73970941
2013,41.782173181,-87.60927008
2013,41.784397344,-87.670400636
2013,41.765306435,-87.579354758
2013,41.865195413,-87.728809401
2013,41.874393341,-87.76464733
2013,41.740778629,-87.734744814
2013,41.693075456,-87.612166821
2003,41.664462807,-87.621379529
2013,41.680686022,-87.646873411
2013,41.755464062,-87.650229577
2013,41.761915482,-87.590885285
2013,41.959010557,-87.678899454
2013,41.892665033,-87.72355909
2013,41.989948047,-87.664034588
2013,41.731423458,-87.65200108
2013,41.772765871,-87.575253185
2003,41.756614534,-87.561475851
2013,41.772765871,-87.575253185
2013,41.772765871,-87.575253185
2013,41.877851081,-87.735993683
2013,41.899842616,-87.7004854
2013,41.876581037,-87.745137513
2013,41.745813125,-87.603493223
2013,41.702768847,-87.624586143
2013,41.702768847,-87.624586143
2003,41.828461793,-87.621708079
2013,41.873219626,-87.675868666
2013,41.912627751,-87.768863775
2013,41.743423523,-87.600152807
2012,42.018517536,-87.681638499
2013,41.745813125,-87.603493223
2013,41.732569089,-87.640279876
2013,41.968317938,-87.721003237
2013,41.762301996,-87.655644106
2013,41.86010116,-87.709144383
2013,41.878430815,-87.758170843
2003,41.756746208,-87.606055842
2013,41.928829366,-87.709408246
2013,41.673217468,-87.6393613
2013,41.737275576,-87.648517108
2013,41.923076442,-87.770825768
2013,41.883290077,-87.731767645
2013,41.775032346,-87.667773179
2013,41.875462318,-87.709938595
2013,41.775222974,-87.660453671
2013,41.812995227,-87.698028592
2003,41.689997885,-87.613292249
2013,41.783775293,-87.689865635
2013,41.740231473,-87.56727815
2013,41.734942451,-87.658177709
2013,41.76039299,-87.661425975
2013,41.76039299,-87.661425975
2013,41.785962094,-87.672870548
2013,41.850835064,-87.683156152
2013,41.88580094,-87.731744091
2013,41.78701723,-87.645505595
2013,41.745071859,-87.602581859
2003,41.72845023,-87.663477083
2013,41.774945985,-87.586321063
2013,41.814039965,-87.666885274
2013,41.969911966,-87.689341576
2013,41.837851998,-87.726806285
2013,41.789786609,-87.785380558
2013,41.789786609,-87.785380558
2013,41.851851308,-87.699512514
2013,41.713515873,-87.565262394
2013,41.750018835,-87.558450905
2003,41.969388501,-87.762056504
2013,41.877391038,-87.700317732
2013,42.018624468,-87.668227301
2013,41.969279924,-87.781943859
2013,41.870064953,-87.704006463
2013,41.692125755,-87.612140815
2013,41.993071409,-87.660360074
2013,41.687884984,-87.619488481
2013,41.682060252,-87.657874171
2013,41.680735801,-87.619457678
2013,41.912629827,-87.76872782
2003,41.860358116,-87.714027937
2013,41.784481529,-87.634144157
2013,41.766845795,-87.571422669
2013,41.689045293,-87.655662965
2013,41.795023298,-87.660969048
2013,41.917031177,-87.710280067
2013,41.70809791,-87.621854148
2013,41.773108823,-87.60753538
2013,41.886275336,-87.765078145
2013,41.854293599,-87.733210366
2003,41.780629799,-87.666670374
2013,41.720220956,-87.569900451
2013,41.843585868,-87.711106901
2013,41.796930727,-87.690232814
2013,41.767263813,-87.582814197
2013,41.772825015,-87.583849157
2013,41.753582154,-87.634373327
2013,41.894844546,-87.765971847
2013,41.932811401,-87.69397438
2013,41.926993203,-87.747379302
2013,41.750615278,-87.625808133
2003,41.780629799,-87.666670374
2013,41.762477222,-87.708335719
2013,41.681538451,-87.633952795
2013,41.923371128,-87.720624784
2013,41.926930651,-87.73419476
2013,41.760489118,-87.655366295
2013,41.858171698,-87.715186993
2013,41.870969673,-87.737805425
2013,41.888968348,-87.773644504
2013,41.812413484,-87.621295162
2013,41.852449912,-87.659094296
